2022-09-02 00:00:00.0000000,HDFC,714.7747192000,12038086,82
2022-09-05 00:00:00.0000000,HDFC,719.3698730000,12131932,82
2022-09-06 00:00:00.0000000,HDFC,716.6271973000,12238696,82
2022-09-07 00:00:00.0000000,HDFC,713.2349854000,9776206,82
2022-09-08 00:00:00.0000000,HDFC,720.5968628000,11164690,82
2022-09-09 00:00:00.0000000,HDFC,721.0780029000,15128888,82
2022-09-12 00:00:00.0000000,HDFC,718.6481323000,11080492,82
2022-09-13 00:00:00.0000000,HDFC,728.0548706000,13001966,82
2022-09-14 00:00:00.0000000,HDFC,735.5371094000,20219760,82
2022-09-15 00:00:00.0000000,HDFC,731.7117920000,13539372,82
2022-09-16 00:00:00.0000000,HDFC,718.2631836000,20560046,82
2022-09-19 00:00:00.0000000,HDFC,723.0026855000,12076038,82
2022-09-20 00:00:00.0000000,HDFC,731.7117920000,10781668,82
2022-09-21 00:00:00.0000000,HDFC,730.5810547000,9072304,82
2022-09-22 00:00:00.0000000,HDFC,715.0153198000,12048144,82
2022-09-23 00:00:00.0000000,HDFC,695.8407593000,15806252,82
2022-09-26 00:00:00.0000000,HDFC,686.4580078000,8923486,82
2022-09-27 00:00:00.0000000,HDFC,680.2990723000,12639700,82
2022-09-28 00:00:00.0000000,HDFC,668.6066284000,11816132,82
2022-09-29 00:00:00.0000000,HDFC,665.1422119000,14410388,82
2022-09-30 00:00:00.0000000,HDFC,683.9077148000,15781756,82
2022-10-03 00:00:00.0000000,HDFC,679.9862671000,11541112,82
2022-10-04 00:00:00.0000000,HDFC,699.1367798000,11538526,82
2022-10-06 00:00:00.0000000,HDFC,691.4380493000,12549198,82
2022-10-07 00:00:00.0000000,HDFC,688.4548340000,13297994,82
2022-10-10 00:00:00.0000000,HDFC,680.8523560000,13109302,82
2022-10-11 00:00:00.0000000,HDFC,673.9476318000,14521620,82
2022-10-12 00:00:00.0000000,HDFC,678.3503418000,9225050,82
2022-10-13 00:00:00.0000000,HDFC,670.5554199000,14714234,82
2022-10-14 00:00:00.0000000,HDFC,692.4004517000,12849920,82
2022-10-17 00:00:00.0000000,HDFC,696.0332642000,18410500,82
2022-10-18 00:00:00.0000000,HDFC,694.7340698000,10561108,82
2022-10-19 00:00:00.0000000,HDFC,701.8554077000,12967040,82
2022-10-20 00:00:00.0000000,HDFC,697.1159058000,7898078,82
2022-10-21 00:00:00.0000000,HDFC,692.2078857000,10492606,82
2022-10-24 00:00:00.0000000,HDFC,703.0101929000,2167794,82
2022-10-25 00:00:00.0000000,HDFC,698.1262817000,13773394,82
2022-10-27 00:00:00.0000000,HDFC,699.8103638000,15937276,82
2022-10-28 00:00:00.0000000,HDFC,701.8793335000,10474278,82
2022-10-31 00:00:00.0000000,HDFC,720.1638184000,12830528,82
2022-11-01 00:00:00.0000000,HDFC,728.1270142000,19073756,82
2022-11-02 00:00:00.0000000,HDFC,728.5841675000,12720406,82
2022-11-03 00:00:00.0000000,HDFC,725.3845215000,10332352,82
2022-11-04 00:00:00.0000000,HDFC,720.3803711000,10818060,82
2022-11-07 00:00:00.0000000,HDFC,725.9859619000,9835834,82
2022-11-09 00:00:00.0000000,HDFC,725.7693481000,9269790,82
2022-11-10 00:00:00.0000000,HDFC,733.6605835000,12774182,82
2022-11-11 00:00:00.0000000,HDFC,775.2334595000,56722338,82
2022-11-14 00:00:00.0000000,HDFC,777.1099854000,19195390,82
2022-11-15 00:00:00.0000000,HDFC,779.0106201000,11030202,82
2022-11-16 00:00:00.0000000,HDFC,785.6987915000,13578150,82
2022-11-17 00:00:00.0000000,HDFC,778.6016235000,12100930,82
2022-11-18 00:00:00.0000000,HDFC,776.5566406000,10459232,82
2022-11-21 00:00:00.0000000,HDFC,768.5933228000,8344816,82
2022-11-22 00:00:00.0000000,HDFC,767.4625244000,8546314,82
2022-11-23 00:00:00.0000000,HDFC,769.4594116000,10185738,82
2022-11-24 00:00:00.0000000,HDFC,781.9698486000,17197960,82
2022-11-25 00:00:00.0000000,HDFC,778.3610229000,8410496,82
2022-11-28 00:00:00.0000000,HDFC,769.9887085000,16105980,82
2022-11-29 00:00:00.0000000,HDFC,768.8338623000,12638236,82
2022-11-30 00:00:00.0000000,HDFC,773.9342041000,15184806,82
2022-12-01 00:00:00.0000000,HDFC,779.2512207000,20446366,82
2022-12-02 00:00:00.0000000,HDFC,773.2846680000,7811078,82
2022-12-05 00:00:00.0000000,HDFC,776.0994873000,11592622,82
2022-12-06 00:00:00.0000000,HDFC,775.2334595000,12353092,82
2022-12-07 00:00:00.0000000,HDFC,774.8966064000,11674720,82
2022-12-08 00:00:00.0000000,HDFC,779.2512207000,14803634,82
2022-12-09 00:00:00.0000000,HDFC,784.8087158000,11963384,82
